0,00	9,36	4,96	27,11	35,93	39,87	60,36	0,00	0,00	0,00	
0,10	9,17	15,94	27,45	36,89	44,77	42,58	0,00	0,00	0,00	
0,23	9,05	18,61	28,07	36,37	45,20	52,43	0,00	0,00	0,00	
0,43	8,93	18,42	27,94	36,65	44,06	65,02	0,00	0,00	0,00	
0,79	8,80	18,17	23,98	36,83	47,48	54,64	82,96	0,00	0,00	
1,40	8,60	17,98	6,00	36,34	45,11	75,67	0,00	0,00	0,00	
1,82	8,27	17,78	26,31	37,34	45,26	39,59	72,60	0,00	0,00	
1,23	7,80	17,53	27,17	36,07	47,20	75,31	44,97	0,00	0,00	
10,66	8,27	17,26	26,85	37,71	43,88	21,16	64,79	0,00	0,00	
27,50	17,96	18,14	26,65	34,22	47,04	53,55	50,32	0,00	0,00	
