123,87	41,63	18,21	27,20	49,26	55,36	53,23	0,00	0,00	0,00	
123,88	124,84	21,62	22,66	37,19	34,17	62,28	0,00	0,00	0,00	
123,90	124,81	32,44	33,96	36,94	57,60	40,71	0,00	0,00	0,00	
123,96	124,80	128,69	22,62	29,75	55,46	42,33	0,00	0,00	0,00	
124,06	124,81	128,61	22,64	24,78	57,89	31,66	53,14	0,00	0,00	
123,32	124,84	128,56	34,41	36,95	42,30	77,12	0,00	0,00	0,00	
15,45	124,91	128,54	69,04	29,71	42,24	39,09	70,83	0,00	0,00	
123,72	124,10	128,54	69,01	49,22	57,25	41,16	51,25	0,00	0,00	
124,97	125,20	129,52	137,92	49,14	55,73	48,68	64,75	0,00	0,00	
51,50	129,60	129,58	137,87	48,85	56,87	34,33	54,60	0,00	0,00	
