122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	122.93060808897297	
123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	123.86689189032337	
127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	127.60084603556527	
136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	136.92979572893395	
43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	43.45034608252855	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
