74,93	73,51	70,42	0,00	0,00	0,00	0,00	0,00	74,90	0,00	
74,55	74,40	70,42	62,50	0,00	0,00	0,00	0,00	74,90	0,00	
73,22	74,31	72,66	69,96	0,00	0,00	0,00	0,00	74,90	0,00	
71,05	73,53	73,00	68,41	0,00	0,00	0,00	0,00	0,00	0,00	
62,73	71,42	72,67	68,41	65,99	0,00	0,00	0,00	0,00	0,00	
0,00	64,95	71,69	70,59	68,74	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	66,20	67,98	68,16	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	66,20	67,89	62,70	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	66,18	64,32	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	60,62	63,52	0,00	0,00	0,00	0,00	
