1,00	1,02	1,16	0,00	0,00	0,00	0,00	0,00	4,09	0,00	
1,00	1,01	1,15	2,11	0,00	0,00	0,00	0,00	4,73	0,00	
1,04	1,01	1,04	1,17	0,00	0,00	0,00	0,00	6,03	0,00	
1,13	1,04	1,03	1,19	0,00	0,00	0,00	0,00	0,00	0,00	
2,00	1,10	1,04	1,20	1,49	0,00	0,00	0,00	0,00	0,00	
0,00	1,54	1,09	1,10	1,19	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	1,41	1,23	1,20	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	1,42	1,26	2,00	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	1,42	1,59	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	2,84	1,81	0,00	0,00	0,00	0,00	
