1,98	1,68	1,43	0,00	0,00	0,00	0,00	0,00	40,30	0,00	
1,97	1,98	1,42	1,10	0,00	0,00	0,00	0,00	46,59	0,00	
2,05	1,99	1,71	1,43	0,00	0,00	0,00	0,00	59,32	0,00	
1,58	2,04	1,69	1,17	0,00	0,00	0,00	0,00	0,00	0,00	
1,31	1,55	2,05	1,07	1,05	0,00	0,00	0,00	0,00	0,00	
0,00	1,38	1,79	1,55	1,17	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	1,54	1,34	1,32	0,00	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	1,55	1,54	1,16	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	1,27	1,21	0,00	0,00	0,00	0,00	
0,00	0,00	0,00	0,00	1,12	1,19	0,00	0,00	0,00	0,00	
